date,model_rank,code,name,model_score,oc_return_pct,candidate_id,fold_period,top_k,executed
2024-07-24,2,9246,プロジェクトホールディングス,0.10216476569524804,-0.07347538574578039,L4_price_control,2024-07,2,True
2024-07-25,1,7043,アルー,0.09700297561146402,1.0882708585247869,L4_price_control,2024-07,2,True
2024-07-25,2,6103,オークマ,0.09256727541042907,-3.1415030467163207,L4_price_control,2024-07,2,True
2024-07-26,1,5256,Ｆｕｓｉｃ,0.0909298548690669,-0.45385779122542047,L4_price_control,2024-07,2,True
2024-07-26,2,6098,リクルートホールディングス,0.08956552499190865,-1.2061538461538457,L4_price_control,2024-07,2,True
2024-07-29,1,5247,ＢＴＭ,0.09426752582737219,3.5409836065573685,L4_price_control,2024-07,2,True
2024-07-29,2,7175,今村証券,0.08007601252539742,0.29390154298309934,L4_price_control,2024-07,2,True
2024-07-30,1,7043,アルー,0.1222173829273874,2.4242424242424176,L4_price_control,2024-07,2,True
2024-07-30,2,9818,大丸エナウィン,0.08381187643713507,0.0,L4_price_control,2024-07,2,True
2024-07-31,1,9340,アソインターナショナル,0.09624009611474572,3.2032032032031976,L4_price_control,2024-07,2,True
2024-07-31,2,4215,タキロンシーアイ,0.08827222127957006,6.857855361595999,L4_price_control,2024-07,2,True
2025-04-01,1,2179,成学社,0.11847691053107368,-0.5167958656330796,L4_price_control,2025-04,2,True
2025-04-01,2,3434,アルファＣｏ,0.11531788334708135,-1.4388489208633115,L4_price_control,2025-04,2,True
2025-04-02,1,7318,セレンディップ・ホールディングス,0.12550638874986425,-0.9044657998869443,L4_price_control,2025-04,2,True
2025-04-02,2,3096,オーシャンシステム,0.10784966666485793,0.8658008658008587,L4_price_control,2025-04,2,True
2025-04-03,1,5845,全保連,0.11873381650952072,-0.6127450980392135,L4_price_control,2025-04,2,True
2025-04-03,2,7638,ＮＥＷ ＡＲＴ ＨＯＬＤＩＮＧＳ,0.10344356767007828,2.024922118380057,L4_price_control,2025-04,2,True
2025-04-04,1,9685,ＫＹＣＯＭホールディングス,0.0969003672723561,-8.062015503875974,L4_price_control,2025-04,2,True
2025-04-04,2,2332,クエスト,0.09454265921765174,-0.8000000000000007,L4_price_control,2025-04,2,True
2025-04-07,1,7036,イーエムネットジャパン,0.13232939625318713,-8.115942028985511,L4_price_control,2025-04,2,True
2025-04-07,2,9685,ＫＹＣＯＭホールディングス,0.1083274665484289,2.982107355864816,L4_price_control,2025-04,2,True
2025-04-08,1,9250,ＧＲＣＳ,0.1012550216487361,6.661251015434599,L4_price_control,2025-04,2,True
2025-04-08,2,1662,石油資源開発,0.10037198072919322,-0.29880478087649376,L4_price_control,2025-04,2,True
2025-04-09,1,1662,石油資源開発,0.09938886479562126,-2.7551020408163263,L4_price_control,2025-04,2,True
2025-04-09,2,3991,ウォンテッドリー,0.09764804804118461,3.073967339097017,L4_price_control,2025-04,2,True
2025-04-10,1,9165,クオルテック,0.10999177274860747,-6.797706797706793,L4_price_control,2025-04,2,True
2025-04-10,2,2332,クエスト,0.10733368289120032,0.39777247414478634,L4_price_control,2025-04,2,True
2025-04-11,1,7043,アルー,0.116565006575082,1.9461077844311392,L4_price_control,2025-04,2,True
2025-04-11,2,3991,ウォンテッドリー,0.11166577739572137,10.946196660482377,L4_price_control,2025-04,2,True
2025-04-14,1,7043,アルー,0.13868294281035584,2.2222222222222143,L4_price_control,2025-04,2,True
2025-04-14,2,2282,日本ハム,0.11404422100635962,0.9356725146198785,L4_price_control,2025-04,2,True
2025-04-22,1,7043,アルー,0.12551200086453468,1.3157894736842035,L4_price_control,2025-04,2,True
2025-04-22,2,9537,北陸瓦斯,0.120932283247681,,L4_price_control,2025-04,2,False
2025-04-23,1,7043,アルー,0.1275724323653617,-0.575539568345329,L4_price_control,2025-04,2,True
2025-04-23,2,5945,天龍製鋸,0.11970195455026886,0.0,L4_price_control,2025-04,2,True
2025-04-24,1,7043,アルー,0.14452222038267848,0.5788712011577379,L4_price_control,2025-04,2,True
2025-04-24,2,9434,ソフトバンク,0.12855130369204051,-1.4358499305233918,L4_price_control,2025-04,2,True
2025-04-25,1,7043,アルー,0.13383982671023123,0.1436781609195359,L4_price_control,2025-04,2,True
2025-04-25,2,9434,ソフトバンク,0.12547158144474194,-0.04699248120302313,L4_price_control,2025-04,2,True
2025-04-30,1,7043,アルー,0.13140565770377144,0.14409221902016434,L4_price_control,2025-04,2,True
2025-04-30,2,7255,桜井製作所,0.11355630479260774,-0.5291005291005346,L4_price_control,2025-04,2,True
2025-05-01,1,7043,アルー,0.12368475922647892,0.2877697841726645,L4_price_control,2025-05,2,True
2025-05-01,2,5619,マーソ,0.10718564561929757,1.7410228509249226,L4_price_control,2025-05,2,True
