date,policy_id,hypothesis_id,capacity,slot,code,name,posterior_score_pct,oc_return_pct,label
2024-12-16,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4884,クリングルファーマ,0.8816679075739959,-2.430555555555558,0.0
2024-12-17,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4819,デジタルガレージ,0.7807844490708162,0.2691790040376896,1.0
2024-12-18,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,7886,ヤマト モビリティ ＆ Ｍｆｇ．,0.5966609707497795,-0.43859649122807154,0.0
2024-12-19,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.6829623619594404,4.186360567184333,1.0
2024-12-20,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3692,ＦＦＲＩセキュリティ,0.7918748336615651,-3.5560344827586188,0.0
2024-12-23,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4884,クリングルファーマ,0.8816679075739959,-0.12345679012345512,0.0
2024-12-24,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,7083,ＡＨＣグループ,0.7812594297448134,1.5697137580794163,1.0
2024-12-25,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,7886,ヤマト モビリティ ＆ Ｍｆｇ．,0.5966609707497795,-0.4545454545454519,0.0
2024-12-26,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.6829623619594404,-1.6083916083916128,0.0
2024-12-27,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3692,ＦＦＲＩセキュリティ,0.7918748336615651,2.819237147595355,1.0
2024-12-30,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4884,クリングルファーマ,0.8816679075739959,3.4360189573459765,1.0
2025-01-06,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.9380674578975813,-4.524886877828049,0.0
2025-01-07,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3686,ディー・エル・イー,0.7433490801768748,2.4793388429751984,1.0
2025-01-08,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.5230134778488235,-0.04777830864787225,0.0
2025-01-09,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.6964276453092589,0.0,0.0
2025-01-10,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.823988543534152,0.21141649048626032,1.0
2025-01-14,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3686,ディー・エル・イー,0.7433490801768748,0.7874015748031482,1.0
2025-01-15,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.5230134778488235,0.5169172932330879,1.0
2025-01-16,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.6964276453092589,-0.23201856148491462,0.0
2025-01-17,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.823988543534152,1.8672199170124415,1.0
2025-01-20,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.9380674578975813,0.09999999999998899,1.0
2025-01-21,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4819,デジタルガレージ,0.6994737604910073,0.6765899864682012,1.0
2025-01-22,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.5230134778488235,2.127659574468077,1.0
2025-01-23,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4937,Ｗａｑｏｏ,0.7250599674770358,-1.3035381750465591,0.0
2025-01-24,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.823988543534152,2.9441624365482255,1.0
2025-01-27,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.9380674578975813,0.09587727708533222,1.0
2025-01-28,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4819,デジタルガレージ,0.6994737604910073,2.4643320363164634,1.0
2025-01-29,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.5230134778488235,0.2277904328018332,1.0
2025-01-30,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4937,Ｗａｑｏｏ,0.7250599674770358,-0.46860356138707093,0.0
2025-01-31,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.823988543534152,-0.09523809523809268,0.0
2025-02-03,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.8014440642934808,-0.08787346221441616,0.0
2025-02-04,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4783,ＮＣＤ,0.729078158767459,1.6767748840528007,1.0
2025-02-05,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,7760,ＩＭＶ,0.4291620324485377,-1.1265164644714054,0.0
2025-02-06,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.5908505036710633,-1.3559322033898313,0.0
2025-02-07,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.8555903563086316,0.0,0.0
2025-02-10,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.8014440642934808,-0.07955449482895949,0.0
2025-02-12,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.5369801963378055,0.5323868677906018,1.0
2025-02-13,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.5908505036710633,0.9369676320272635,1.0
2025-02-14,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.8555903563086316,0.8196721311475308,1.0
2025-02-17,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4490,ビザスク,0.8014440642934808,-0.9958506224066355,0.0
2025-02-18,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,4783,ＮＣＤ,0.729078158767459,-4.1337842916196905,0.0
2025-02-19,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,9913,日邦産業,0.5369801963378055,-0.08798944126704455,0.0
2025-02-20,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3623,ビリングシステム,0.5908505036710633,-2.8009084027252107,0.0
2025-02-21,C01_WEEKDAY_ISSUER_EB_K1,C01_WEEKDAY_ISSUER_EB,1,1,3205,ダイドーリミテッド,0.8555903563086316,0.34188034188034067,1.0
