stage,candidate_id,date,model_rank,code,name,model_score,label,oc_return_pct,outcome_observed,source_complete,universe_source_complete
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-03,1,7071,アンビスホールディングス,0.6017525921879994,0.0,-1.925254813137034,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-03,2,6898,トミタ電機,0.5671275298756805,1.0,2.516556291390737,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-04,1,7071,アンビスホールディングス,0.6044959476460232,1.0,0.8196721311475308,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-04,2,6898,トミタ電機,0.5521708028665606,0.0,-0.8620689655172376,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-05,1,7071,アンビスホールディングス,0.5986517450718288,1.0,0.8235294117647118,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-05,2,4435,カオナビ,0.5517377489119525,1.0,1.8003273322422242,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-06,1,7071,アンビスホールディングス,0.6032523017489086,0.0,-2.2222222222222254,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-06,2,9565,ＧＬＯＥ,0.5597186939647014,1.0,1.0057471264367734,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-09,1,7071,アンビスホールディングス,0.5851837617675618,1.0,1.0701545778834642,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-09,2,4435,カオナビ,0.559211808932963,1.0,3.044871794871784,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-10,1,9565,ＧＬＯＥ,0.5642242022805628,0.0,-0.4237288135593209,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-10,2,4435,カオナビ,0.5590991309329802,0.0,0.0,True,True,True
